STRG.109515.1.p1	XM_040695128.2	STRG.109515
STRG.97548.1.p1	XM_040654337.2	STRG.97548
STRG.88264.1.p1	51-XM_048947294.1	STRG.88264
STRG.41215.1.p1	5-XM_040695594.2	STRG.41215
STRG.14078.1.p1	KAK4817156.1	STRG.14078
STRG.70067.1.p1	XM_040689458.2	STRG.70067
STRG.41071.1.p1	52-XM_048947294.1	STRG.41071
STRG.83459.1.p1	39-MCQ4078419.1	STRG.83459
STRG.92106.1.p2	XM_040695007.2	STRG.92106
STRG.40518.1.p1	53-XM_048947294.1	STRG.40518
STRG.18272.1.p1	6-XM_048932098.1	STRG.18272
STRG.85556.1.p2	106-EPP37534.1	STRG.85556
STRG.101409.1.p1	XM_031609394.1	STRG.101409
STRG.46226.27.p1	2-XM_040673911.2	STRG.46226
STRG.82838.1.p1	54-XM_048947294.1	STRG.82838
STRG.7247.1.p1	22-SGA02269.1	STRG.7247
STRG.55253.7.p1	XM_040706073.1	STRG.55253
STRG.109549.1.p1	20-SGA34061.1	STRG.109549
STRG.92535.3.p1	XM_021383584.1	STRG.92535
STRG.72933.1.p1	2-EPP36829.1	STRG.72933
STRG.2518.1.p4	XM_054071889.1	STRG.2518
STRG.6396.1.p1	4-SGA02300.1	STRG.6396
STRG.23233.31.p1	2-PKU43055.1	STRG.23233
STRG.107700.1.p4	37-SGA33918.1	STRG.107700
STRG.72144.1.p1	KAK4822534.1	STRG.72144
STRG.108698.1.p2	26-XM_048959965.1	STRG.108698
STRG.65824.1.p1	9-SFW05151.1	STRG.65824
STRG.83371.1.p1	KAK4831701.1	STRG.83371
STRG.54071.4.p1	XM_040677587.1	STRG.54071
STRG.44598.13.p1	43-XM_052665711.1	STRG.44598
STRG.54205.23.p1	23-SGA02269.1	STRG.54205
STRG.56464.1.p1	40-MCQ4078419.1	STRG.56464
STRG.1108.1.p1	50-AAA49027.1	STRG.1108
STRG.108139.1.p2	31-XM_040695137.1	STRG.108139
STRG.78503.1.p1	3-XM_015861090.2	STRG.78503
STRG.78273.1.p1	2-SGA23301.1	STRG.78273
STRG.45929.13.p1	41-MCQ4078419.1	STRG.45929
STRG.85546.1.p1	107-EPP37534.1	STRG.85546
STRG.10541.3.p1	55-XM_048947294.1	STRG.10541
STRG.59789.1.p2	XM_042885428.1	STRG.59789
STRG.45514.6.p1	XM_052696665.1	STRG.45514
STRG.78283.1.p1	KAF1498097.1	STRG.78283
STRG.72727.3.p1	5-SGA23176.1	STRG.72727
STRG.89392.2.p1	9-AAC60281.1	STRG.89392
STRG.9334.1.p1	XM_019612020.1	STRG.9334
STRG.84925.1.p2	108-EPP37534.1	STRG.84925
STRG.111689.1.p2	KAK4808506.1	STRG.111689
STRG.73630.1.p4	XM_021376798.1	STRG.73630
STRG.54987.8.p1	XM_040648551.1	STRG.54987
STRG.2278.1.p1	4-QKK36238.1	STRG.2278
STRG.39604.1.p1	XM_021395493.1	STRG.39604
STRG.90394.1.p1	56-XM_048947294.1	STRG.90394
STRG.82201.1.p8	57-XM_048947294.1	STRG.82201
STRG.81745.24.p1	18-SFW04942.1	STRG.81745
STRG.20227.14.p1	SGA02302.1	STRG.20227
STRG.72134.1.p2	5-KAK4816622.1	STRG.72134
STRG.111216.1.p2	2-XM_040656732.2	STRG.111216
STRG.85526.1.p1	109-EPP37534.1	STRG.85526
STRG.97460.1.p4	XM_031608872.1	STRG.97460
STRG.52010.12.p1	KAF1643195.1	STRG.52010
STRG.83515.1.p1	16-XM_040659592.1	STRG.83515
STRG.76166.1.p1	10-SGA31375.1	STRG.76166
STRG.2411.118.p1	19-SFW04942.1	STRG.2411
STRG.66898.1.p1	4-XM_040650129.2	STRG.66898
STRG.107508.1.p1	24-SGA02415.1	STRG.107508
STRG.93891.1.p1	XM_040693641.1	STRG.93891
STRG.98215.1.p1	XM_040695373.1	STRG.98215
STRG.9324.1.p2	2-XM_019612020.1	STRG.9324
STRG.84202.1.p2	110-EPP37534.1	STRG.84202
STRG.86137.1.p1	22-SFW04806.1	STRG.86137
STRG.25265.1.p1	3-KAK4811060.1	STRG.25265
STRG.92900.7.p1	XM_046934151.1	STRG.92900
STRG.12027.1.p2	2-KAK4827014.1	STRG.12027
STRG.101019.3.p1	XM_040656813.2	STRG.101019
STRG.26163.6.p1	23-SFW04806.1	STRG.26163
STRG.83189.1.p1	19-XM_046923367.1	STRG.83189
STRG.29527.1.p1	24-SFW04806.1	STRG.29527
STRG.85516.1.p2	111-EPP37534.1	STRG.85516
STRG.93871.1.p1	XM_040693652.1	STRG.93871
STRG.110269.1.p3	27-XM_048959965.1	STRG.110269
STRG.35989.14.p2	58-XM_048947294.1	STRG.35989
STRG.72016.2.p2	6-KAK4816622.1	STRG.72016
STRG.78253.1.p1	17-XM_040659592.1	STRG.78253
STRG.78177.1.p1	2-XM_048930345.1	STRG.78177
STRG.17848.20.p1	7-KAK4810673.1	STRG.17848
STRG.96108.1.p3	KAI1229668.1	STRG.96108
STRG.102529.1.p1	XM_021383593.1	STRG.102529
STRG.2248.1.p1	12-XM_025144565.3	STRG.2248
STRG.91071.1.p1	XM_040543132.1	STRG.91071
STRG.20189.23.p1	SFW05026.1	STRG.20189
STRG.98205.1.p1	PWA30174.1	STRG.98205
STRG.104626.1.p1	2-XM_040657072.2	STRG.104626
STRG.12007.1.p1	44-XM_052665711.1	STRG.12007
STRG.111745.1.p1	20-XM_046923367.1	STRG.111745
STRG.14587.1.p1	3-MCQ4021223.1	STRG.14587
STRG.41171.11.p1	PKU42085.1	STRG.41171
STRG.55034.1.p1	XM_046898726.1	STRG.55034
STRG.86203.1.p1	25-SFW04806.1	STRG.86203
STRG.77151.11.p4	XM_015886983.2	STRG.77151
STRG.88783.1.p1	59-XM_048947294.1	STRG.88783
STRG.90288.1.p3	XM_050318896.1	STRG.90288
STRG.110970.1.p1	XM_040695133.2	STRG.110970
STRG.43032.1.p1	15-AAR28760.1	STRG.43032
STRG.3724.1.p1	2-XM_032448407.1	STRG.3724
STRG.102471.1.p3	XM_048056265.1	STRG.102471
STRG.105311.2.p1	XM_040543454.1	STRG.105311
STRG.36482.1.p1	XM_039727900.1	STRG.36482
STRG.49059.12.p2	KAK4812348.1	STRG.49059
STRG.45810.2.p1	2-MDK2413098.1	STRG.45810
STRG.110980.1.p1	2-XM_040695115.1	STRG.110980
STRG.85506.1.p2	112-EPP37534.1	STRG.85506
STRG.96275.4.p1	XM_031614189.1	STRG.96275
STRG.20296.1.p1	KAK4811322.1	STRG.20296
STRG.91688.1.p1	NXL67906.1	STRG.91688
STRG.26731.1.p1	4-MCQ4021223.1	STRG.26731
STRG.12178.10.p1	9-KFV05530.1	STRG.12178
STRG.4970.1.p1	2-KFP84123.1	STRG.4970
STRG.109990.1.p2	32-XM_040695137.1	STRG.109990
STRG.73309.10.p1	KAK4818600.1	STRG.73309
STRG.82644.1.p1	XM_058827266.1	STRG.82644
STRG.98041.1.p1	MDG2585312.1	STRG.98041
STRG.111811.1.p1	2-XM_048940221.1	STRG.111811
STRG.35226.1.p1	45-XM_052665711.1	STRG.35226
STRG.86107.1.p1	6-KFW72624.1	STRG.86107
STRG.81937.1.p1	51-AAA49027.1	STRG.81937
STRG.14584.10.p2	5-MCQ4021223.1	STRG.14584
STRG.59913.17.p4	XM_040646777.1	STRG.59913
STRG.83880.1.p1	KAK4830241.1	STRG.83880
STRG.107420.1.p1	21-SGA34061.1	STRG.107420
STRG.13946.1.p1	XM_046912303.1	STRG.13946
STRG.107190.1.p1	33-MCQ4179290.1	STRG.107190
STRG.95247.1.p1	XM_040654685.1	STRG.95247
STRG.18839.1.p1	2-XM_048939836.1	STRG.18839
STRG.34605.1.p1	XM_040547527.1	STRG.34605
STRG.49778.1.p1	EPP29195.1	STRG.49778
STRG.44301.15.p1	2-KAF1541471.1	STRG.44301
STRG.4227.2.p2	XM_048930375.1	STRG.4227
STRG.83890.1.p1	5-SGA02300.1	STRG.83890
STRG.92299.1.p1	NWV78348.1	STRG.92299
STRG.71956.1.p1	XM_031599880.1	STRG.71956
STRG.96637.1.p1	XM_049811301.1	STRG.96637
STRG.18577.2.p1	4-XM_048930376.1	STRG.18577
STRG.97312.2.p1	46-XM_052665711.1	STRG.97312
STRG.35919.1.p1	60-XM_048947294.1	STRG.35919
STRG.45122.11.p1	7-XM_048932098.1	STRG.45122
STRG.85266.1.p1	113-EPP37534.1	STRG.85266
STRG.79.1.p1	XM_048952264.1	STRG.79
STRG.110095.1.p1	22-SGA34061.1	STRG.110095
STRG.80613.1.p1	3-XM_040656212.2	STRG.80613
STRG.17429.1.p1	XM_049893556.1	STRG.17429
STRG.28656.1.p1	2-KAK4830241.1	STRG.28656
STRG.108031.1.p1	3-XM_040695115.1	STRG.108031
STRG.87290.8.p1	47-XM_052665711.1	STRG.87290
STRG.2304.1.p1	6-XM_042869383.1	STRG.2304
STRG.84645.1.p2	114-EPP37534.1	STRG.84645
STRG.59749.1.p2	6-EPP28206.1	STRG.59749
STRG.23128.1.p1	34-MCQ4179290.1	STRG.23128
STRG.2228.1.p1	3-CAA42505.1	STRG.2228
STRG.59911.1.p1	14-MCQ4179288.1	STRG.59911
STRG.111571.1.p2	33-XM_040695137.1	STRG.111571
STRG.292.26.p1	42-MCQ4078419.1	STRG.292
STRG.99259.1.p1	2-KAK4806893.1	STRG.99259
STRG.18905.1.p1	3-SGA23301.1	STRG.18905
STRG.18675.1.p1	61-XM_048947294.1	STRG.18675
STRG.86674.12.p1	6-XM_021386420.1	STRG.86674
STRG.52142.1.p1	XM_057423815.1	STRG.52142
STRG.108638.1.p2	28-XM_048959965.1	STRG.108638
STRG.49768.1.p2	2-EPP37306.1	STRG.49768
STRG.5485.1.p1	15-MCQ4179288.1	STRG.5485
STRG.64827.1.p1	6-SGA02300.1	STRG.64827
STRG.42305.1.p1	10-AAC60281.1	STRG.42305
STRG.108724.1.p1	62-XM_048947294.1	STRG.108724
STRG.24528.1.p1	2-XM_040682320.2	STRG.24528
STRG.108494.1.p2	2-XM_031611927.1	STRG.108494
STRG.18501.5.p1	XM_015854924.2	STRG.18501
STRG.41923.17.p1	KAK4826741.1	STRG.41923
STRG.85332.1.p1	115-EPP37534.1	STRG.85332
STRG.78213.1.p1	KAK4811264.1	STRG.78213
STRG.69789.5.p1	52-AAA49027.1	STRG.69789
STRG.249.1.p1	3-XM_049794183.1	STRG.249
STRG.93909.1.p1	2-XM_040654694.1	STRG.93909
STRG.85256.1.p1	116-EPP37534.1	STRG.85256
STRG.59729.1.p1	2-EPP29195.1	STRG.59729
STRG.93841.1.p1	XM_040654565.1	STRG.93841
STRG.87353.1.p1	43-MCQ4078419.1	STRG.87353
STRG.3155.26.p1	XM_040649893.2	STRG.3155
STRG.104092.3.p1	XM_040695202.2	STRG.104092
STRG.103505.5.p1	XM_042893424.1	STRG.103505
STRG.19362.1.p1	2-XM_042829387.1	STRG.19362
STRG.12612.1.p1	8-KAK4810673.1	STRG.12612
STRG.111475.1.p2	29-XM_048959965.1	STRG.111475
STRG.64805.79.p1	20-SFW04942.1	STRG.64805
STRG.111399.1.p1	25-SGA02415.1	STRG.111399
STRG.2745.2.p1	NXV24957.1	STRG.2745
STRG.2218.1.p1	XM_046909756.1	STRG.2218
STRG.34990.1.p1	XM_031606379.1	STRG.34990
STRG.28878.96.p1	2-SGA31551.1	STRG.28878
STRG.100258.1.p1	XM_054808204.1	STRG.100258
STRG.99249.1.p1	XM_040693521.1	STRG.99249
STRG.109411.1.p4	38-SGA33918.1	STRG.109411
STRG.35701.3.p1	44-MCQ4078419.1	STRG.35701
STRG.39765.2.p1	26-SFW04806.1	STRG.39765
STRG.111485.1.p3	39-SGA33918.1	STRG.111485
STRG.111002.1.p1	35-MCQ4179290.1	STRG.111002
STRG.33073.42.p1	3-MCQ4015904.1	STRG.33073
STRG.94366.1.p1	KAK4822675.1	STRG.94366
STRG.99335.1.p1	24-SGA02269.1	STRG.99335
STRG.108398.1.p1	26-SGA02415.1	STRG.108398
STRG.49758.1.p2	XM_040706468.2	STRG.49758
STRG.85236.1.p2	117-EPP37534.1	STRG.85236
STRG.96463.1.p2	XM_031610707.1	STRG.96463
STRG.110864.1.p1	XM_032449052.1	STRG.110864
STRG.13985.24.p1	SFW06031.1	STRG.13985
STRG.73939.15.p2	XM_040690680.2	STRG.73939
STRG.58099.1.p1	XM_025154371.2	STRG.58099
STRG.40581.2.p1	53-AAA49027.1	STRG.40581
STRG.79584.6.p1	XM_046937688.1	STRG.79584
STRG.28626.1.p1	2-XM_046939479.1	STRG.28626
STRG.108001.1.p1	36-MCQ4179290.1	STRG.108001
STRG.85092.1.p1	118-EPP37534.1	STRG.85092
STRG.46327.1.p1	5-SGA33940.1	STRG.46327
STRG.110305.1.p1	27-SGA02415.1	STRG.110305
STRG.77156.3.p3	XM_040694812.2	STRG.77156
STRG.28712.1.p1	7-XM_021386420.1	STRG.28712
STRG.104213.141.p1	11-SGA31375.1	STRG.104213
STRG.14613.1.p1	XM_040657562.1	STRG.14613
STRG.37053.1.p1	KAK4815499.1	STRG.37053
STRG.97863.1.p1	KAK1343591.1	STRG.97863
STRG.75341.1.p1	XM_046933558.1	STRG.75341
STRG.4219.1.p1	8-XM_048932098.1	STRG.4219
STRG.71450.13.p8	2-XM_040701740.2	STRG.71450
STRG.97150.1.p1	6-SGA23176.1	STRG.97150
STRG.27216.1.p1	23-XM_052705648.1	STRG.27216
STRG.109401.1.p1	37-MCQ4179290.1	STRG.109401
STRG.86528.2.p1	KAK4806819.1	STRG.86528
STRG.99239.1.p1	27-SFW04806.1	STRG.99239
STRG.49900.1.p1	4-XM_046901945.1	STRG.49900
STRG.102191.1.p1	XM_010726777.2	STRG.102191
STRG.50025.1.p1	2-PKU33223.1	STRG.50025
STRG.42920.1.p1	45-MCQ4078419.1	STRG.42920
STRG.83887.115.p1	2-KAK4811264.1	STRG.83887
STRG.95063.1.p1	XM_040654676.1	STRG.95063
STRG.8413.1.p1	KAK4826884.1	STRG.8413
STRG.90094.1.p3	XM_040648665.2	STRG.90094
STRG.26604.41.p1	8-KFU97725.1	STRG.26604
STRG.94356.1.p1	2-XM_040694738.1	STRG.94356
STRG.99325.1.p1	XM_009278147.1	STRG.99325
STRG.97160.1.p1	4-EPP29463.1	STRG.97160
STRG.76051.39.p1	12-SGA31375.1	STRG.76051
STRG.20092.1.p1	2-PKU31484.1	STRG.20092
STRG.22257.1.p1	POI20251.1	STRG.22257
STRG.110930.1.p1	34-XM_040695137.1	STRG.110930
STRG.90180.1.p1	2-XM_040655078.2	STRG.90180
STRG.85226.1.p1	119-EPP37534.1	STRG.85226
STRG.105746.1.p1	BK061377.1	STRG.105746
STRG.14660.16.p1	38-MCQ4179290.1	STRG.14660
STRG.71772.1.p6	XM_025150256.3	STRG.71772
STRG.43550.11.p1	54-AAA49027.1	STRG.43550
STRG.82508.1.p1	46-MCQ4078419.1	STRG.82508
STRG.109778.1.p3	KFP22508.1	STRG.109778
STRG.109219.1.p1	5-XM_040650950.1	STRG.109219
STRG.39767.1.p1	28-SFW04806.1	STRG.39767
STRG.93821.1.p1	4-KAK4806022.1	STRG.93821
STRG.52499.1.p1	XM_054070032.1	STRG.52499
STRG.102884.1.p3	KAK4806362.1	STRG.102884
STRG.105570.2.p4	XM_040694903.2	STRG.105570
STRG.111455.1.p2	28-SGA02415.1	STRG.111455
STRG.107140.1.p1	KAK4816375.1	STRG.107140
STRG.83754.1.p1	63-XM_048947294.1	STRG.83754
STRG.111379.1.p1	40-SGA33918.1	STRG.111379
STRG.34364.20.p2	XM_031609839.1	STRG.34364
STRG.110910.1.p1	29-SGA02415.1	STRG.110910
STRG.99075.1.p2	7-KAK4810514.1	STRG.99075
STRG.92095.1.p2	XM_031611487.1	STRG.92095
STRG.102181.1.p1	XM_010727106.3	STRG.102181
STRG.73511.6.p1	OPJ82422.1	STRG.73511
STRG.49660.1.p1	XM_046931096.1	STRG.49660
STRG.108530.1.p4	35-XM_040695137.1	STRG.108530
STRG.101474.1.p1	XM_040693028.2	STRG.101474
STRG.94346.1.p1	EPJ33015.1	STRG.94346
STRG.85062.1.p2	120-EPP37534.1	STRG.85062
STRG.49101.1.p5	4-KAK4820465.1	STRG.49101
STRG.40110.1.p1	8-XM_021386420.1	STRG.40110
STRG.28452.1.p1	10-XM_040695796.2	STRG.28452
STRG.93571.1.p1	XM_040654689.2	STRG.93571
STRG.87083.1.p4	XM_048947631.1	STRG.87083
STRG.85072.1.p2	121-EPP37534.1	STRG.85072
STRG.65847.3.p1	10-SFW05151.1	STRG.65847
STRG.84365.1.p2	122-EPP37534.1	STRG.84365
STRG.102229.1.p2	XM_031614674.1	STRG.102229
STRG.81647.1.p2	2-KAK4806147.1	STRG.81647
STRG.96227.3.p2	XM_031614177.1	STRG.96227
STRG.83744.1.p1	16-AAR28760.1	STRG.83744
STRG.37484.2.p1	29-SFW04806.1	STRG.37484
STRG.63157.1.p1	4-KAK4825802.1	STRG.63157
STRG.92085.1.p1	3-Z75013.1	STRG.92085
STRG.104066.13.p1	XM_040695174.2	STRG.104066
STRG.5359.1.p1	XM_040660726.1	STRG.5359
STRG.13333.13.p1	11-AAC60281.1	STRG.13333
STRG.92171.1.p1	XM_015851089.2	STRG.92171
STRG.85052.1.p2	123-EPP37534.1	STRG.85052
STRG.108368.1.p2	30-XM_048959965.1	STRG.108368
STRG.85206.1.p2	124-EPP37534.1	STRG.85206
STRG.84990.1.p2	125-EPP37534.1	STRG.84990
STRG.36304.2.p1	KAK4821995.1	STRG.36304
STRG.41000.11.p1	XM_040698135.1	STRG.41000
STRG.84269.1.p1	126-EPP37534.1	STRG.84269
STRG.28442.1.p1	11-XM_040695796.2	STRG.28442
STRG.110121.1.p2	36-XM_040695137.1	STRG.110121
STRG.95496.1.p4	2-SGA02777.1	STRG.95496
STRG.68428.25.p1	XM_040688088.1	STRG.68428
STRG.1952.1.p1	64-XM_048947294.1	STRG.1952
STRG.39043.100.p1	2-NXG59099.1	STRG.39043
STRG.88617.1.p1	KAK4829261.1	STRG.88617
STRG.102864.1.p4	2-KAK4806362.1	STRG.102864
STRG.50468.1.p1	21-SFW04942.1	STRG.50468
STRG.11711.1.p1	65-XM_048947294.1	STRG.11711
STRG.66019.1.p1	XM_048943298.1	STRG.66019
STRG.100140.1.p2	4-XM_048932170.1	STRG.100140
STRG.32140.1.p1	48-XM_052665711.1	STRG.32140
STRG.99055.1.p1	2-XM_046934115.1	STRG.99055
STRG.110728.1.p7	41-SGA33918.1	STRG.110728
STRG.87766.1.p1	PKU44831.1	STRG.87766
STRG.92075.1.p2	4-Z75013.1	STRG.92075
STRG.27637.2.p1	18-XM_040659592.1	STRG.27637
STRG.108510.1.p3	2-XM_046909449.1	STRG.108510
STRG.96183.1.p1	XM_021382952.1	STRG.96183
STRG.76471.1.p1	XM_031604164.1	STRG.76471
STRG.29053.1.p2	XM_010709395.1	STRG.29053
STRG.84894.1.p2	127-EPP37534.1	STRG.84894
STRG.101454.1.p1	KAK4806088.1	STRG.101454
STRG.57418.65.p1	5-XM_040705996.2	STRG.57418
STRG.97463.3.p1	2-XM_040654337.2	STRG.97463
STRG.78492.1.p1	3-XM_052701080.1	STRG.78492
STRG.111974.1.p1	31-XM_048959965.1	STRG.111974
STRG.107813.1.p2	37-XM_040695137.1	STRG.107813
STRG.93551.1.p3	5-KAK4806022.1	STRG.93551
STRG.109748.1.p2	42-SGA33918.1	STRG.109748
STRG.98520.1.p3	RLV62683.1	STRG.98520
STRG.2487.1.p1	22-SFW04942.1	STRG.2487
STRG.107100.1.p1	55-AAA49027.1	STRG.107100
STRG.84191.1.p2	128-EPP37534.1	STRG.84191
STRG.103666.6.p1	NWH17938.1	STRG.103666
STRG.18519.1.p1	49-XM_052665711.1	STRG.18519
STRG.92209.1.p1	XM_031611847.1	STRG.92209
STRG.98897.1.p1	M31209.1	STRG.98897
STRG.51848.1.p1	2-KAK4821017.1	STRG.51848
STRG.79632.5.p2	XM_040656199.2	STRG.79632
STRG.74891.2.p2	7-EPP29996.1	STRG.74891
STRG.17668.1.p1	NM_001030984.2	STRG.17668
STRG.70300.2.p3	XM_046931717.1	STRG.70300
STRG.26960.1.p1	24-XM_052705648.1	STRG.26960
STRG.110650.1.p1	43-SGA33918.1	STRG.110650
STRG.92065.1.p1	XM_059835301.1	STRG.92065
STRG.108500.1.p1	23-SGA34061.1	STRG.108500
STRG.96403.1.p1	XM_040694501.2	STRG.96403
STRG.35369.1.p1	56-AAA49027.1	STRG.35369
STRG.110804.1.p1	66-XM_048947294.1	STRG.110804
STRG.108270.1.p2	44-SGA33918.1	STRG.108270
STRG.72159.2.p2	6-MCQ4187465.1	STRG.72159
STRG.75754.1.p1	XM_040692019.2	STRG.75754
STRG.33520.1.p1	67-XM_048947294.1	STRG.33520
STRG.59922.4.p1	XM_052678938.1	STRG.59922
STRG.28336.1.p1	2-KAK4818205.1	STRG.28336
STRG.82160.1.p1	68-XM_048947294.1	STRG.82160
STRG.82314.1.p1	47-MCQ4078419.1	STRG.82314
STRG.55649.51.p3	2-XM_040679131.1	STRG.55649
STRG.109584.1.p1	4-SGA24805.1	STRG.109584
STRG.84249.1.p1	129-EPP37534.1	STRG.84249
STRG.7299.12.p4	XM_009932419.1	STRG.7299
STRG.18321.3.p2	XM_021388279.1	STRG.18321
STRG.19062.1.p1	57-AAA49027.1	STRG.19062
STRG.83440.3.p1	48-MCQ4078419.1	STRG.83440
STRG.10301.1.p1	69-XM_048947294.1	STRG.10301
STRG.30013.1.p1	49-MCQ4078419.1	STRG.30013
STRG.111329.1.p1	24-SGA34061.1	STRG.111329
STRG.43175.1.p1	5-MCQ4078410.1	STRG.43175
STRG.20591.1.p1	58-AAA49027.1	STRG.20591
STRG.98963.1.p1	2-NWI48887.1	STRG.98963
STRG.20745.1.p1	XM_046912424.1	STRG.20745
STRG.101370.196.p1	30-SFW04806.1	STRG.101370
STRG.35146.80.p1	XM_040663975.2	STRG.35146
STRG.5251.1.p1	KAK4815009.1	STRG.5251
STRG.87746.1.p1	17-AAR28760.1	STRG.87746
STRG.92055.1.p2	TRZ07118.1	STRG.92055
STRG.108260.1.p3	45-SGA33918.1	STRG.108260
STRG.26874.1.p1	25-XM_052705648.1	STRG.26874
STRG.85022.1.p2	130-EPP37534.1	STRG.85022
STRG.93445.1.p1	XM_040693635.1	STRG.93445
STRG.48837.1.p1	59-AAA49027.1	STRG.48837
STRG.6565.1.p2	2-XM_040661657.1	STRG.6565
STRG.97707.1.p1	XM_040695015.2	STRG.97707
STRG.70106.3.p3	XM_021374719.1	STRG.70106
STRG.2543.1.p1	XM_015850920.1	STRG.2543
STRG.111878.1.p1	XM_046905862.1	STRG.111878
STRG.95466.1.p1	KAK4805591.1	STRG.95466
STRG.102748.1.p1	AF036942.1	STRG.102748
STRG.111165.1.p3	38-XM_040695137.1	STRG.111165
STRG.72918.2.p1	2-EPP36742.1	STRG.72918
STRG.111089.1.p2	46-SGA33918.1	STRG.111089
STRG.69795.1.p1	PKU42644.1	STRG.69795
STRG.99101.1.p1	25-SGA02269.1	STRG.99101
STRG.7823.4.p1	50-MCQ4078419.1	STRG.7823
STRG.87812.1.p1	10-KFV05530.1	STRG.87812
STRG.19659.1.p1	6-KAK4831702.1	STRG.19659
STRG.85002.1.p2	131-EPP37534.1	STRG.85002
STRG.81345.2.p1	2-KFV14947.1	STRG.81345
STRG.110468.1.p3	3-XM_046909449.1	STRG.110468
STRG.84778.1.p2	132-EPP37534.1	STRG.84778
STRG.72742.3.p1	5-EPP29463.1	STRG.72742
STRG.8040.8.p1	UBS90558.1	STRG.8040
STRG.88249.2.p1	3-KAK4821017.1	STRG.88249
STRG.66408.3.p1	XM_046929464.1	STRG.66408
STRG.5165.1.p1	XM_021395655.1	STRG.5165
STRG.62342.1.p1	XM_052680304.1	STRG.62342
STRG.94142.1.p2	3-SGA02777.1	STRG.94142
STRG.37446.1.p1	2-XM_021391259.1	STRG.37446
STRG.68615.1.p2	XM_062009443.1	STRG.68615
STRG.79842.1.p1	3-XM_048930377.1	STRG.79842
STRG.84788.1.p2	133-EPP37534.1	STRG.84788
STRG.72862.1.p2	4-SFW04955.1	STRG.72862
STRG.23433.1.p1	26-XM_052705648.1	STRG.23433
STRG.84229.1.p1	134-EPP37534.1	STRG.84229
STRG.32487.1.p1	70-XM_048947294.1	STRG.32487
STRG.86172.1.p1	KAK4806357.1	STRG.86172
STRG.80839.7.p1	13-MCQ4187459.1	STRG.80839
STRG.14227.1.p1	50-XM_052665711.1	STRG.14227
STRG.77493.2.p1	2-SGA33515.1	STRG.77493
STRG.69861.1.p1	XM_048933095.1	STRG.69861
STRG.40513.1.p1	3-KFP84123.1	STRG.40513
STRG.79516.5.p1	4-KAK4825806.1	STRG.79516
STRG.110380.1.p1	51-XM_052665711.1	STRG.110380
STRG.110534.1.p1	47-SGA33918.1	STRG.110534
STRG.3134.1.p1	7-MCQ4187465.1	STRG.3134
STRG.55017.3.p1	2-XM_046898726.1	STRG.55017
STRG.21961.1.p1	16-MCQ4179288.1	STRG.21961
STRG.108078.1.p1	39-XM_040695137.1	STRG.108078
STRG.5231.1.p4	KAK4821856.1	STRG.5231
STRG.87786.16.p1	XM_021381598.1	STRG.87786
STRG.26055.1.p1	51-MCQ4078419.1	STRG.26055
STRG.84930.1.p2	135-EPP37534.1	STRG.84930
STRG.75570.1.p1	KFV04814.1	STRG.75570
STRG.15441.2.p1	39-MCQ4179290.1	STRG.15441
STRG.10590.1.p1	21-XM_046923367.1	STRG.10590
STRG.80033.1.p1	2-XM_048936966.1	STRG.80033
STRG.16982.19.p1	XM_035318527.1	STRG.16982
STRG.9121.4.p1	2-XM_048947631.1	STRG.9121
STRG.72852.1.p1	3-EPP36829.1	STRG.72852
STRG.9229.15.p1	XM_040661101.1	STRG.9229
STRG.100477.1.p1	XM_040694219.2	STRG.100477
STRG.59720.18.p1	EPP37217.1	STRG.59720
STRG.84065.1.p1	136-EPP37534.1	STRG.84065
STRG.98431.6.p1	XM_048932937.1	STRG.98431
STRG.20389.1.p1	3-XM_040701740.2	STRG.20389
STRG.84219.1.p2	137-EPP37534.1	STRG.84219
STRG.72634.4.p1	4-EPP36829.1	STRG.72634
STRG.52505.1.p1	POI27175.1	STRG.52505
STRG.5694.1.p1	8-KAK4810514.1	STRG.5694
STRG.91867.1.p1	P18080.2	STRG.91867
STRG.83895.2.p1	31-SFW04806.1	STRG.83895
STRG.107996.1.p1	SGA02488.1	STRG.107996
STRG.14712.3.p7	32-XM_048959965.1	STRG.14712
STRG.91953.1.p2	TNN67333.1	STRG.91953
STRG.12735.1.p1	KAK4807055.1	STRG.12735
STRG.91877.1.p1	2-P18080.2	STRG.91877
STRG.2187.1.p1	2-XM_046909756.1	STRG.2187
STRG.84920.1.p1	138-EPP37534.1	STRG.84920
STRG.105426.1.p2	XM_054183958.1	STRG.105426
STRG.71452.1.p1	XM_019622736.1	STRG.71452
STRG.62322.1.p1	XM_040683411.2	STRG.62322
STRG.84844.1.p2	139-EPP37534.1	STRG.84844
STRG.21162.1.p1	60-AAA49027.1	STRG.21162
STRG.107293.1.p1	12-SGA34039.1	STRG.107293
STRG.84131.1.p2	140-EPP37534.1	STRG.84131
STRG.66354.1.p1	2-SGA02710.1	STRG.66354
STRG.17001.1.p1	61-AAA49027.1	STRG.17001
STRG.39523.1.p1	4-XM_048930377.1	STRG.39523
STRG.91056.2.p1	XM_015850799.2	STRG.91056
STRG.32543.1.p1	KAK4825574.1	STRG.32543
STRG.2197.1.p4	KFV09259.1	STRG.2197
STRG.84055.1.p1	4-SGA23301.1	STRG.84055
STRG.27359.1.p1	71-XM_048947294.1	STRG.27359
STRG.50244.1.p1	23-SFW04942.1	STRG.50244
